title,Marca,Preco_Normal,Preco_Desconto,Preco_Anterior,Desconto,Categoria
Papa granel,Frutas Y Verduras Propias,695,0,0,0,verduras
"Zapallo italiano un,",Frutas Y Verduras Propias,690,0,0,0,verduras
"Pepino ensalada un,",Frutas Y Verduras Propias,690,0,0,0,verduras
Caldo de carne 80 g,Cuisine & Co,689,0,0,0,instantaneos-y-sopas
Caldo gallina 80 g,Cuisine & Co,689,0,0,0,instantaneos-y-sopas
Caldo verduras 80 g,Cuisine & Co,689,0,0,0,instantaneos-y-sopas
Postre Sahne Nuss Mousse de chocolate 100g,Sahne Nuss,669,0,0,0,lacteos
Cilantro paquete 120 g,Frutas Y Verduras Propias,660,0,0,0,verduras
Croqueta de verduras 90 g,La Crianza,659,0,0,0,congelados
Yoghurt proteína mango maracuyá trozos 140 g,Loncoleche,655,0,0,0,lacteos
Yoghurt proteína berries trozos 140 g,Loncoleche,655,0,0,0,lacteos
Milanesa de soya 80 g,Mister Veggie,649,0,0,0,congelados
Caldo en polvo Maggi Verduras 35g (5x7g),Maggi,649,0,0,0,instantaneos-y-sopas
Caldo en polvo Maggi Gallina 35g (5x7g),Maggi,649,0,0,0,instantaneos-y-sopas
Caldo en polvo Maggi Carne 35g (5x7g),Maggi,649,0,0,0,instantaneos-y-sopas
Caldo en polvo Maggi Costilla 35g (5x7g),Maggi,649,0,0,0,instantaneos-y-sopas
Plátano granel,Frutas Y Verduras Propias,645,0,0,0,frutas
Plátano Barraganette granel,Frutas Y Verduras Propias,645,0,0,0,frutas
Crocante de Pollo Super Pollo 100 g,Super Pollo,619,0,0,0,congelados
Postre panna cotta salsa de frambuesa 120 g,Soprole,619,0,0,0,lacteos
Alimento de Avena Nestlé Veggie Probióticos Frutilla 140g,Nestlé,619,0,0,0,lacteos
Postre crème caramel 120 g,Soprole,619,0,0,0,lacteos
Postre panna cotta caluga 120 g,Soprole,619,0,0,0,lacteos
Alimento de Avena Nestlé Veggie Probióticos Natural 140g,Nestlé,619,0,0,0,lacteos
Yoghurt trozos piña 165 g,Soprole,615,0,0,0,lacteos
Postre Manjarate 80 g,Soprole,609,0,0,0,lacteos
Postre Manjarate White 80 g,Soprole,609,0,0,0,lacteos
Postre Manjarate Black 80 g,Soprole,609,0,0,0,lacteos
Yoghurt sin lactosa trozos frutilla 155 g,Soprole,605,0,0,0,lacteos
"Hamburguesa de soya champiñón tomate Mr, Veggie 100 g",Mister Veggie,599,0,0,0,congelados
Yoghurt proteína con cereales 150 g,Soprole,599,0,0,0,lacteos
Cebolla granel,Frutas Y Verduras Propias,595,0,0,0,verduras
Pollo apanado 100 g,PF,589,0,0,0,congelados
Sémola con Leche Nestlé Salsa de Caramelo 135g,Nestlé,585,0,0,0,lacteos
Leche Moments cappuccino 200 ml,Danone,585,0,0,0,lacteos
Leche saborizada Danone Moments Moca 200 ml,Danone,585,0,0,0,lacteos
Yoghurt proteína frutilla 155 g,Soprole,579,0,0,0,lacteos
Yoghurt proteína natural endulzado 155 g,Soprole,579,0,0,0,lacteos
Yoghurt proteína chirimoya 155 g,Soprole,579,0,0,0,lacteos
Yoghurt proteína maracuyá 155 g,Soprole,579,0,0,0,lacteos
Yoghurt proteína vainilla 155 g,Soprole,579,0,0,0,lacteos
Sopa Come bien Vivebien pollo con fideos 60 g,Maggi,579,0,0,0,instantaneos-y-sopas
Crema Maggi Vive Bien de Espárragos 64g,Maggi,579,0,0,0,instantaneos-y-sopas
Sopa Come bien Vivebien costilla 56 g,Maggi,579,0,0,0,instantaneos-y-sopas
Yoghurt sin azúcar chía trozos arándano 155 g,Soprole,575,0,0,0,lacteos
Postre Nestlé Leche Asada 120g,Nestlé,569,0,0,0,lacteos
"Perejil un,",Frutas Y Verduras Propias,560,0,0,0,verduras
Yoghurt con trozos de fruta Danone frutos del Bosque 150 g,Oikos,559,0,0,0,lacteos
Yoghurt con trozos de fruta frutilla 150 g,Oikos,559,0,0,0,lacteos
Yoghurt con trozos de fruta Danone colchón de frutas papaya 150 g,Oikos,559,0,0,0,lacteos
Yoghurt triple zero frutos rojos 150 g,Activia,555,0,0,0,lacteos
Yogurt Triple Zero durazno 150 g,Activia,555,0,0,0,lacteos
Yoghurt proteína frutilla 140 g,Loncoleche,549,0,0,0,lacteos
Yoghurt proteína natural endulzado 140 g,Loncoleche,549,0,0,0,lacteos
Rebozado de pollo 100 g,Sadia,519,0,0,0,congelados
Leche proteína chocolate 200 ml,Soprole,515,0,0,0,lacteos
Bebida láctea Yogu Yogu sabor mora 200 ml,Yogu - Yogu,505,0,0,0,lacteos
Bebida láctea Yogu Yogu sabor frutilla 200 ml,Yogu - Yogu,505,0,0,0,lacteos
Bebida láctea Yogu Yogu sabor chirimoya 200 ml,Yogu - Yogu,505,0,0,0,lacteos
Bebida Láctea Loncoleche Shake Shake sabor Manjar 170 cc,Loncoleche,505,0,0,0,lacteos
Bebida láctea Yogu Yogu sabor damasco 200 ml,Yogu - Yogu,505,0,0,0,lacteos
Bebida Láctea Loncoleche Shake Shake sabor Chocolate 170 cc,Loncoleche,505,0,0,0,lacteos
Leche light chocolate 200 ml,Colun,495,0,0,0,lacteos
Yoghurt griego light berries 120 g,Colun,495,0,0,0,lacteos
Ciboulette display 20 g,Frutas Y Verduras Propias,490,0,0,0,verduras
Leche Cultivada Colun Light con Fibra Chirimoya 180 cc,Colun,485,0,0,0,lacteos
Leche descremada sin lactosa 200 ml,Colun,485,0,0,0,lacteos
Leche Cultivada Colun Light con Fibra Frutilla 180 ml,Colun,485,0,0,0,lacteos
Yoghurt Goodnes Sabor Frutilla 140g,Nestlé,469,0,0,0,lacteos
Yoghurt Goodnes Natural endulzado 140g,Nestlé,469,0,0,0,lacteos
Yoghurt Goodnes Sabor Vainilla 140g,Nestlé,469,0,0,0,lacteos
Leche semidescremada sabor chocolate 200 ml,Colun,465,0,0,0,lacteos
Yoghurt con trozos de fruta papaya 110 g,Oikos,459,0,0,0,lacteos
Yoghurt griego trozos frutilla 110 g,Oikos,459,0,0,0,lacteos
Yoghurt con trozos de fruta durazno 110 g,Oikos,459,0,0,0,lacteos
Yoghurt con trozos de fruta Danone coco rallado 110 g,Oikos,459,0,0,0,lacteos
Yoghurt griego proteína durazno,Quillayes,455,0,0,0,lacteos
Yoghurt griego proteína berries,Quillayes,455,0,0,0,lacteos
Levadura fresca 38 g,Lefersa,449,0,0,0,lacteos
Ají verde granel,Frutas Y Verduras Propias,449,0,0,0,verduras
Yoghurt batido natural 150 g,Oikos,445,0,0,0,lacteos
Leche semidescremada chocolate 200 ml,Soprole,445,0,0,0,lacteos
Leche semidescremada frutilla 200 ml,Soprole,445,0,0,0,lacteos
Leche semidescremada sin lactosa chocolate 200 ml,Zerolacto,445,0,0,0,lacteos
Leche receta original chocolate 200 ml,Soprole,445,0,0,0,lacteos
Verduras surtidas paquete 120 g,Frutas Y Verduras Propias,439,0,0,0,verduras
Sopa pollo fideos 55 g,Naturezza,439,0,0,0,instantaneos-y-sopas
Crema de champiñones 60 g,Naturezza,439,0,0,0,instantaneos-y-sopas
Sopa posta cabello 55 g,Naturezza,439,0,0,0,instantaneos-y-sopas
Crema espárragos 65 g,Naturezza,439,0,0,0,instantaneos-y-sopas
Sopa costilla fideos 55 g,Naturezza,439,0,0,0,instantaneos-y-sopas
Crema choclo 60 g,Naturezza,439,0,0,0,instantaneos-y-sopas
Leche descremada 200 ml,Colun,429,0,0,0,lacteos
Leche semidescremada 200 ml,Colun,429,0,0,0,lacteos
Yoghurt semidescremado sin lactosa trozo papaya 120 g,Loncoleche,425,0,0,0,lacteos
Levadura fresca 38 g,Collico,409,0,0,0,lacteos
Yoghurt griego light papaya Quillayes 110 g,Quillayes,405,0,0,0,lacteos
Yoghurt griego light berries Quillayes 110 g,Quillayes,405,0,0,0,lacteos
Compota Nestlé Manzana 120g,Nestlé,405,0,0,0,lacteos
Yoghurt griego light frutilla Quillayes 110 g,Quillayes,405,0,0,0,lacteos
Compota Nestlé Pera 120g,Nestlé,405,0,0,0,lacteos
Yoghurt triple zero ciruela 120 g,Activia,375,0,0,0,lacteos
Yoghurt natural no endulzado 120 g,Colun,355,0,0,0,lacteos
Yoghurt griego natural 110 g,Oikos,349,0,0,0,lacteos
Leche chocolate 200 ml,Cuisine & Co,349,0,0,0,lacteos
Jalea piña 110 g,Soprole,335,0,0,0,lacteos
Jalea naranja 110 g,Soprole,335,0,0,0,lacteos
Flan Nestlé Vainilla 110g,Nestlé,329,0,0,0,lacteos
Sopa de costillas 60 g,Santa Isabel,319,0,0,0,instantaneos-y-sopas
Sopa de pollo con fideos 70 g,Santa Isabel,319,0,0,0,instantaneos-y-sopas
Sopa de caracolitos 76 g,Santa Isabel,319,0,0,0,instantaneos-y-sopas
Crema de choclo 79 g,Santa Isabel,319,0,0,0,instantaneos-y-sopas
Jalea Nestlé Frambuesa 110g,Nestlé,315,0,0,0,lacteos
Yoghurt light sin lactosa sabor chirimoya 125 g,Colun,315,0,0,0,lacteos
Jalea Nestlé Piña 110g,Nestlé,315,0,0,0,lacteos
Flan Colun Vainilla 100 g,Colun,315,0,0,0,lacteos
Yoghurt batido sin lactosa frutilla 125 g,Colun,315,0,0,0,lacteos
Jalea Nestlé Guinda 110g,Nestlé,315,0,0,0,lacteos
Flan manjar Colun 100 g,Colun,315,0,0,0,lacteos
Flan Colun sabor chocolate 100 g,Colun,315,0,0,0,lacteos
Jalea Nestlé Naranja 110g,Nestlé,315,0,0,0,lacteos
Yoghurt batido sin lactosa vainilla 120 g,Soprole,309,0,0,0,lacteos
Yoghurt batido sin lactosa chirimoya 120 g,Zerolacto,309,0,0,0,lacteos
Yoghurt sin azúcar frutilla 120 g,Soprole,305,0,0,0,lacteos
Yoghurt sin azúcar vainilla 120 g,Soprole,305,0,0,0,lacteos
Yoghurt sin azúcar durazno 120 g,Soprole,305,0,0,0,lacteos
Yoghurt batido light frutilla 125 g,Colun,275,0,0,0,lacteos
Yoghurt batido light vainilla 125 g,Colun,275,0,0,0,lacteos
Yoghurt batido light frambuesa 125 g,Colun,275,0,0,0,lacteos
Yoghurt batido light damasco 125 g,Colun,275,0,0,0,lacteos
Yoghurt batido light natural endulzado 125 g,Colun,275,0,0,0,lacteos
Petit suisse Chiquitín Frutilla 45g,Nestlé,269,0,0,0,lacteos
Petit suisse Chiquitín Plátano 45g,Nestlé,269,0,0,0,lacteos
Petit suisse Chiquitín Damasco 45g,Nestlé,269,0,0,0,lacteos
Jalea frambuesa 100 g,Colun,245,0,0,0,lacteos
Jalea limón 100 g,Colun,245,0,0,0,lacteos
Jalea guinda 100 g,Colun,245,0,0,0,lacteos
Yoghurt batido frutilla 125 g,Colun,245,0,0,0,lacteos
Yoghurt batido vainilla 125 g,Colun,245,0,0,0,lacteos
Yoghurt batido mora 125 g,Colun,245,0,0,0,lacteos
Yoghurt batido Colun damasco 125 g,Colun,245,0,0,0,lacteos
Yoghurt batido frambuesa 125 g,Colun,245,0,0,0,lacteos
Yoghurt Batido Chamyto Probióticos Frutilla 115g,Chamyto,245,0,0,0,lacteos
Yoghurt Batido Chamyto Probióticos Vainilla 115g,Chamyto,245,0,0,0,lacteos
Yoghurt batido sabor frutilla 120 g,Soprole,229,0,0,0,lacteos
Yoghurt batido sabor damasco 120 g,Soprole,229,0,0,0,lacteos
Yoghurt batido sabor frambuesa 120 g,Soprole,229,0,0,0,lacteos
Yoghurt batido semidescremado vainilla 120 g,Calan,209,0,0,0,lacteos
Yoghurt batido semidescremado frutilla 120 g,Calan,209,0,0,0,lacteos
Yoghurt batido semidescremado chirimoya 120 g,Calan,209,0,0,0,lacteos
"Pañal adulto Pants G-XG 16 un,",Cotidian,0,13899,0,0,belleza-y-cuidado-personal
"Pañal adulto Pants P-M 16 un,",Cotidian,0,13899,0,0,belleza-y-cuidado-personal
Pizza americana pepperoni congelada 660 g,Cuisine & Co,0,5990,0,0,comidas-preparadas
Pizza americana deluxe congelada 660 g,Cuisine & Co,0,5990,0,0,comidas-preparadas
Pizza americana congelada veggies 745 g,Cuisine & Co,0,5990,0,0,comidas-preparadas
Shampoo Herbolaria 400 ml,Tío Nacho,0,4990,0,0,belleza-y-cuidado-personal
Shampoo aclarante doypack 400 ml,Tío Nacho,0,4990,0,0,belleza-y-cuidado-personal
Shampoo Classic Smooth 400 ml,Herbal Essences,0,4599,0,0,belleza-y-cuidado-personal
Acondicionador Smooth Rose Hips 400 ml,Herbal Essences,0,4599,0,0,belleza-y-cuidado-personal
Shampoo Classic Shine 400 ml,Herbal Essences,0,4599,0,0,belleza-y-cuidado-personal
"Helado vegetal multipack 4 un, Croca choco 70 g",Not Ice Cream,0,4390,0,0,congelados
Helado vegetal multipack vainilla y caramelo 260 g,Not Ice Cream,0,4390,0,0,congelados
Helado vegetal multipack crema frambuesa 272 g,Not Ice Cream,0,4390,0,0,congelados
Shampoo + Acondicionador bomba variedades 340 ml c/u,Sedal,0,4290,0,0,belleza-y-cuidado-personal
Helado vegetal chocolate avellana 296 g,Not Ice Cream,0,4180,0,0,congelados
Helado vegetal cookies & cream 284 g,Not Ice Cream,0,4180,0,0,congelados
Helado vegetal cheesecake 298 g,Not Ice Cream,0,4180,0,0,congelados
Acondicionador Reparación Total 5 370 ml,Elvive,0,3989,0,0,belleza-y-cuidado-personal
Shampoo Hidra Hialurónico 370 ml,Elvive,0,3699,0,0,belleza-y-cuidado-personal
Shampoo Reparación Total 5 370 ml,Elvive,0,3699,0,0,belleza-y-cuidado-personal
Desodorante Aerosol Invisible Dry 150 ml,Dove Men,0,3459,0,0,belleza-y-cuidado-personal
Desodorante Go Fresh pepino spray 150 ml,Dove,0,3459,0,0,belleza-y-cuidado-personal
Desodorante Invisible Dry spray 150 ml,Dove,0,3459,0,0,belleza-y-cuidado-personal
Desodorante barra aclarado Natural Classic Touch 43 g,Nivea,0,3199,0,0,belleza-y-cuidado-personal
Desodorante spray Pro 5 1 91 g,Lady Speed Stick,0,2990,0,0,belleza-y-cuidado-personal
Shampoo Vitaminados Frescura 350 ml,Fructis,0,2989,0,0,belleza-y-cuidado-personal
Shampoo Aloe Hidra Bomb 350 ml,Fructis,0,2989,0,0,belleza-y-cuidado-personal
Acondicionador Aloe Hidra Bomb 350 ml,Fructis,0,2989,0,0,belleza-y-cuidado-personal
Acondicionador Oil Repair Liso Coco 350 ml,Fructis,0,2989,0,0,belleza-y-cuidado-personal
Shampoo Vitaminados Brillo 350 ml,Fructis,0,2989,0,0,belleza-y-cuidado-personal
Shampoo Rizos Definidos 340 ml,Sedal,0,2899,0,0,belleza-y-cuidado-personal
Desodorante Black & White máxima protección 50 ml,Nivea,0,2890,0,0,belleza-y-cuidado-personal
Desodorante Black & White máxima protección 150 ml,Nivea,0,2890,0,0,belleza-y-cuidado-personal
Shampoo liso 600 ml,Vanart,0,2690,0,0,belleza-y-cuidado-personal
Acondicionador anti esponjado 600 ml,Vanart,0,2690,0,0,belleza-y-cuidado-personal
Shampoo anti esponjado 600 ml,Vanart,0,2690,0,0,belleza-y-cuidado-personal
Desodorante spray invisible Black & White 150 ml,Nivea,0,2669,0,0,belleza-y-cuidado-personal
Desodorante spray Stress Protect 150 ml,Nivea For Men,0,2669,0,0,belleza-y-cuidado-personal
Desodorante spray Fresh ice 150 ml,Nivea,0,2669,0,0,belleza-y-cuidado-personal
Shampoo Oil Repair Liso Coco 350 ml,Fructis,0,2599,0,0,belleza-y-cuidado-personal
"Toallas higiénicas Kotex nocturna Ultrafina tela suave con alas 15 un,",Kotex,0,2590,0,0,belleza-y-cuidado-personal
Crema Tratamiento Oil Repair 3 aceites 300 g,Fructis,0,2499,0,0,belleza-y-cuidado-personal
Crema para peinar Rizos Definidos 300 ml,Sedal,0,2490,0,0,belleza-y-cuidado-personal
"Jabón humectante barra 90 g 3 un,",Elite,0,2390,0,0,belleza-y-cuidado-personal
Jabón líquido humectante 700 ml,Elite,0,2390,0,0,belleza-y-cuidado-personal
Saborizante para Leche Nestlé cacao endulzado 230g,Nestlé,0,2249,0,0,lacteos
Jabon líquido 700 ml,Elite,0,2099,0,0,belleza-y-cuidado-personal
Leche cultivada light chirimoya 1 L,Next,0,1999,0,0,lacteos
Leche cultivada light frambuesa 1 L,Next,0,1999,0,0,lacteos
Leche cultivada light frutilla 1 L,Next,0,1999,0,0,lacteos
"Protectores protección largos 20 40 Un,",Carefree,0,1970,0,0,belleza-y-cuidado-personal
Yoghurt batido frutilla 1 kg,Colun,0,1589,0,0,lacteos
Yoghurt batido vainilla 1 kg,Colun,0,1589,0,0,lacteos
Yoghurt batido Colun damasco 1 kg,Colun,0,1589,0,0,lacteos
Yoghurt Batido Colun Frambuesa 1 kg,Colun,0,1589,0,0,lacteos
Yoghurt batido mora 1 kg,Colun,0,1589,0,0,lacteos
Leche semidescremada chocolate 1 L,Soprole,0,1519,0,0,lacteos
Leche semidescremada frutilla 1 L,Soprole,0,1519,0,0,lacteos
Leche receta original chocolate 1 L,Soprole,0,1519,0,0,lacteos
Leche semidescremada chocolate blanco 1 L,Soprole,0,1519,0,0,lacteos
Yoghurt trozos frutos secos y fruta 165 g,Soprole,0,725,0,0,lacteos
Yoghurt trozos chocolate y almendras 165 g,Soprole,0,725,0,0,lacteos
Yoghurt trozos lúcuma y nueces 165 g,Soprole,0,725,0,0,lacteos
Yoghurt trozos nueces y cranberries 165 g,Soprole,0,725,0,0,lacteos
Postre Chandelle sin lactosa manjar 130 g,Nestlé,0,719,0,0,lacteos
Postre Chandelle Crema sabor chocolate 130g,Nestlé,0,679,0,0,lacteos
Postre Chandelle Crema manjar 130g,Nestlé,0,679,0,0,lacteos
Postre Chandelle Crema sabor lúcuma 130g,Nestlé,0,679,0,0,lacteos
Yoghurt proteína trozos frutilla 155 g,Soprole,0,675,0,0,lacteos
Yoghurt proteína trozos frambuesa 155 g,Soprole,0,675,0,0,lacteos
Yoghurt proteína trozos mango maracuyá 155 g,Soprole,0,675,0,0,lacteos
Yoghurt con cereal Zucaritas 140 g,Soprole,0,615,0,0,lacteos
Yoghurt con cereal Choco Krispis 140 g,1+1 Soprole,0,615,0,0,lacteos
Yoghurt con mini galletas 140 g,Soprole,0,615,0,0,lacteos
Yoghurt trozos frutilla 165 g,Soprole,0,615,0,0,lacteos
Yoghurt trozos durazno 165 g,Soprole,0,615,0,0,lacteos
Yoghurt trozos manzana pera 165 g,Soprole,0,615,0,0,lacteos
Sémola con leche y salsa de caramelo 140 g,Soprole,0,605,0,0,lacteos
Sémola con leche y salsa de frambuesa 140 g,Soprole,0,605,0,0,lacteos
Sémola con leche y salsa de damasco 140 g,Soprole,0,605,0,0,lacteos
"Toallas higiénicas Ladysoft básicas sin alas 8 un,",Ladysoft,0,590,0,0,belleza-y-cuidado-personal
Yoghurt Protein Plus frutilla-plátano 150 g,Colun,0,589,0,0,lacteos
Yoghurt Protein Plus frutilla 150 g,Colun,0,589,0,0,lacteos
Yoghurt Protein Plus vainilla 150 g,Colun,0,589,0,0,lacteos
Yoghurt + Cereal Nestlé Chocapic 142g,Nestlé,0,565,0,0,lacteos
Yoghurt + cereal Nestlé Trix 142g,Nestlé,0,565,0,0,lacteos
Yoghurt vegetal soya trozos mango maracuyá 140 g,Loncoleche,0,515,0,0,lacteos
Yoghurt vegetal almendra natural endulzado 140 g,Loncoleche,0,515,0,0,lacteos
Yoghurt vegetal soya trozos frutilla 140 g,Loncoleche,0,515,0,0,lacteos
Postre del sur chocolate 95 g,Colun,0,495,0,0,lacteos
Postre del sur tres leches 95 g,Colun,0,495,0,0,lacteos
Postre del sur manjar 95 g,Colun,0,495,0,0,lacteos
Yoghurt griego light frutilla 120 g,Colun,0,495,0,0,lacteos
Leche semidescremada Loncoleche sabor chocolate 200 ml,Loncoleche,0,485,0,0,lacteos
Leche semidescremada sin lactosa Loncoleche chocolate 200 ml,Loncoleche,0,485,0,0,lacteos
Leche semidescremada sin lactosa Loncoleche 200 ml,Loncoleche,0,485,0,0,lacteos
Leche vainilla 200 ml,Loncoleche,0,485,0,0,lacteos
Yoghurt 1+1 de 155 g,Soprole,0,469,0,0,lacteos
Crema Maggi de Espárragos 68g,Maggi,0,459,0,0,instantaneos-y-sopas
Sopa Maggi sabor Pollo con Arroz 70g,Maggi,0,459,0,0,instantaneos-y-sopas
Sopa Maggi sabor Costilla con Fideos 60g,Maggi,0,459,0,0,instantaneos-y-sopas
Sopa Maggi Pollo con Sémola 68g,Maggi,0,459,0,0,instantaneos-y-sopas
Crema Maggi Choclo 79g,Maggi,0,459,0,0,instantaneos-y-sopas
Crema Maggi de Tomates 78g,Maggi,0,459,0,0,instantaneos-y-sopas
Crema Maggi Zapallo 54g 4 porciones,Maggi,0,459,0,0,instantaneos-y-sopas
Crema Maggi Lentejas sabor Longaniza 63g 5 porciones,Maggi,0,459,0,0,instantaneos-y-sopas
Yoghurt trozo triple zero chía frutilla 120 g,Activia,0,445,0,0,lacteos
Sopa caracolitos Gourmet 74 g,Gourmet,0,439,0,0,instantaneos-y-sopas
Sopa pollo con fideos Gourmet 70 g,Gourmet,0,439,0,0,instantaneos-y-sopas
Sopa costilla con fideos Gourmet 62 g,Gourmet,0,439,0,0,instantaneos-y-sopas
Yoghurt batido natural 155 g,Soprole,0,369,0,0,lacteos
Sopa para Uno Maggi Pollo Merkén 16g,Maggi,0,369,0,0,instantaneos-y-sopas
Sopa para Uno Maggi Pollo Fideo 16g,Maggi,0,369,0,0,instantaneos-y-sopas
Sopa para Uno Maggi Lentejas 16g,Maggi,0,369,0,0,instantaneos-y-sopas
Sopa para Uno Maggi Costillas Fideos 16g,Maggi,0,369,0,0,instantaneos-y-sopas
Flan vainilla con salsa de caramelo 120 g,Soprole,0,345,0,0,lacteos
Flan de caramelo Postres de la Abuela 120 g,Soprole,0,345,0,0,lacteos
Jalea frambuesa 110 g,Soprole,0,335,0,0,lacteos
Jalea guinda 110 g,Soprole,0,335,0,0,lacteos
Yoghurt Batido Light Danone Frutilla 115 g,Light & Free,0,279,0,0,lacteos
Yoghurt Batido Light Danone Natural con Endulzante 115 g,Light & Free,0,279,0,0,lacteos
Yoghurt light batido Danone arándano 115 g,Danone,0,279,0,0,lacteos
Sopa para Uno Maggi Espárragos 14g,Maggi,0,239,0,0,instantaneos-y-sopas
Yoghurt Batido Nestlé Vainilla 115g,Nestlé,0,215,0,0,lacteos
Yoghurt Batido Nestlé Damasco 115g,Nestlé,0,215,0,0,lacteos
Yoghurt Batido Nestlé Frambuesa 115g,Nestlé,0,215,0,0,lacteos
Shampoo 400 ml + Acondicionador Regeneración Extrema 400 ml,Dove,0,0,0,0,belleza-y-cuidado-personal
Pétalos desmaquilladores,Family Care,0,0,0,0,belleza-y-cuidado-personal
Shampoo Limpieza Renovadora 375 ml,Head & Shoulders,0,0,0,0,belleza-y-cuidado-personal
Desodorante barra Xtreme Tech Ultra 50 g,Speed Stick,0,0,0,0,belleza-y-cuidado-personal
Desodorante Original spray 150 ml,Dove,0,0,0,0,belleza-y-cuidado-personal
Shampoo Anticaspa + Acondicionador Caspa Control 400 ml,Dove Men,0,0,0,0,belleza-y-cuidado-personal
Shampoo Essences agua de coco jazmín 400 ml,Herbal,0,0,0,0,belleza-y-cuidado-personal
Pasta dental Sensibilidad & Encías Blanqueador 100 g,Sensodyne,0,0,0,0,belleza-y-cuidado-personal
"Toallas higiénicas Kotex normal con alas 32 un,",Kotex,0,0,0,0,belleza-y-cuidado-personal
Acondicionador Color Vive 370 ml,Elvive,0,0,0,0,belleza-y-cuidado-personal
"Pack 2 un, Shampoo limpieza renovadora 375 ml",Head & Shoulders,0,0,0,0,belleza-y-cuidado-personal
Nuggets de pollo congelado bolsa 400 g,Super Pollo,0,0,0,0,congelados
Papas pre fritas 1 kg,Cuisine & Co,0,0,0,0,congelados
Nuggets de pollo congelado bolsa 400 g,Super Pollo,0,0,0,0,congelados
Hamburguesa de soya 100 g,La Crianza,0,0,0,0,congelados
Postre helado chocolate y vainilla con almendras caramelizadas 1 L,Carte Dor,0,0,0,0,congelados
Yoghurt Batido Nestlé Frutilla 115g,Nestlé,0,0,0,0,lacteos
Yoghurt semidescremado sin lactosa trozo berries 120 g,Loncoleche,0,0,0,0,lacteos
Huevos grandes blancos Cintazul 30 unid,Cintazul,0,0,0,0,lacteos
Leche en polvo descremada 350 g,Colun,0,0,0,0,lacteos
"Huevos grandes color 12 un,",Cintazul,0,0,0,0,lacteos
Postre Prestigio Mousse 80g,Nestlé,0,0,0,0,lacteos
Leche polvo semi descremada 800 g,Calo,0,0,0,0,lacteos
Leche Milo 200ml,Nestlé,0,0,0,0,lacteos
"Pack 6 un, Bebida láctea manzana 80 ml",Nestlé,0,0,0,0,lacteos
"Huevos extra blancos 12 un,",Cintazul,0,0,0,0,lacteos
Yoghurt Protein Plus probiótico frutilla 130 g,Colun,0,0,0,0,lacteos
Bocado con salsa de chocolate 120 g,Soprole,0,0,0,0,lacteos
Bocado con salsa de berries 120 g,Soprole,0,0,0,0,lacteos
Mantequilla ultra light Quillayes 200 g,Quillayes,0,0,0,0,lacteos
Yoghurt probiótico y vitamina D frutilla 120 g,Soprole Activ,0,0,0,0,lacteos
Yoghurt probiótico y vitamina D chirimoya 120 g,Soprole Activ,0,0,0,0,lacteos
Yoghurt light & fre SKYR berries 140 g,Danone,0,0,0,0,lacteos
Yoghurt Goodnes Skyr Frutilla 140g,Nestlé,0,0,0,0,lacteos
Yoghurt light & fre SKYR durazno 140 g,Danone,0,0,0,0,lacteos
Huevos Plus Omega 3 6 unid,Omega 3,0,0,0,0,lacteos
Yoghurt probiótico y vitamina D vainilla 120 g,Soprole Activ,0,0,0,0,lacteos
Leche cultivada light 0% + fibra frutilla 1 L,Colun,0,0,0,0,lacteos
Esparrago verde 340 g,Frutas Y Verduras Propias,0,0,0,0,verduras
Lechuga lollo rossa hidropónica unid,Frutas Y Verduras Propias,0,0,0,0,verduras
Ensalada toscana bolsa 300 g,Dole,0,0,0,0,verduras
Apio en bastones bolsa 500 g,Dole,0,0,0,0,verduras
"Ensalada corazón de costina bolsa 3 un,",Dole,0,0,0,0,verduras
Sopa Maggi Caracolitos 76g,Maggi,0,0,0,0,instantaneos-y-sopas
Crema de esparragos 68 g,Santa Isabel,0,0,0,0,instantaneos-y-sopas
Sopa instantánea con fideos sabor pollo 65 g,Traverso,0,0,0,0,instantaneos-y-sopas
Sopa instantánea con fideos sabor carne 65 g,Traverso,0,0,0,0,instantaneos-y-sopas
Pizza americana 4 quesos congelada 650 g,Cuisine & Co,0,0,0,0,comidas-preparadas
Pizza pollo barbecue 445 g,Cuisine & Co,0,0,0,0,comidas-preparadas
Tiramisú 6/p 500 g,Solo Italia,0,0,0,0,comidas-preparadas
Leche Trencito Chocolate 200ml,Nestlé,0,399,475,76,lacteos
Hamburguesa de vacuno 90 g,Super Beef,0,529,649,120,congelados
Hamburguesa vegana de garbanzos 100 g,Minuto Verde,0,719,849,130,congelados
Hamburguesa vegana de lentejas 100 g,Minuto Verde,0,719,849,130,congelados
Hamburguesa vegana de porotos 100 g,Minuto Verde,0,719,849,130,congelados
Hamburguesa vacuno 90 g,San Jorge,0,549,689,140,congelados
Notmilk chocolate 200 ml,Not Milk,0,639,799,160,lacteos
Empanadas napolitanas 432 g,Cuisine & Co,0,4790,4959,169,congelados
Empanadas de pino 432 g,Cuisine & Co,0,4790,4959,169,congelados
"Pasta dental triple 3 un, 90 g",Pepsodent,0,2790,2979,189,belleza-y-cuidado-personal
Pasta dental Luminous White carbón activado 90 g,Colgate,0,2690,2890,200,belleza-y-cuidado-personal
Pasta dental Luminous White Brilliant 90 g,Colgate,0,2690,2890,200,belleza-y-cuidado-personal
Hamburguesa vegana 100 g,Not Burger,0,1089,1299,210,congelados
Porotos verdes 350 g,Frutos Del Maipo,0,1350,1629,279,congelados
